name best iter_50 iter_100 iter_150 
circuit_20_pr226 40046.73827823757 42754.195161992444 68915.45138853569 42136.91604905277 
gaussian_18 9.899552640652557 13.717203465899464 13.866304917309746 16.85142480666542 
uniform_21 10.138404955587808 13.37739560107659 15.430223472897575 15.571707594963492 
uniform_16 11.001379591610311 19.17831937670839 15.452862891049715 15.337144109648968 
uniform_0 9.887239424920917 14.840008501106619 16.131858486809545 14.174125717134757 
city_3_usa13509_lr 2049627.2190383386 2247145.6254354273 2261902.7006053757 2587111.3133402164 
gaussian_15 8.89081707677772 16.030786766188555 17.921912126706783 11.885963384920554 
city_15_gr666_r 141.76532519943638 175.3601257787131 266.1990676978711 269.98605044680824 
gaussian_22 9.903843081742664 15.26990285197584 15.26990285197584 15.26990285197584 
circuit_12_d198 5892.451976422574 6707.32767711453 6446.177786614806 11476.235622946751 
city_9_fnl4461_r 26554.05087236794 51896.464469338694 30725.75040556231 51784.60425950304 
city_7_gr137 251.69308219614834 289.1815376639659 294.4130193600505 428.5425318694358 
gaussian_10 8.91670336959902 12.760934752631869 12.881263702024045 13.186451406845956 
gaussian_9 9.564111645708609 15.608083488696604 15.287875618568775 15.287875618568775 
circuit_19_pr439 35145.6570176364 66327.83242045656 41153.35747863277 65373.05645775238 
circuit_8_pcb1173 6306.75558890751 7000.612082836557 11483.42278901398 10990.636013858393 
uniform_8 10.53944138667348 16.23431267815436 14.833041103942191 16.23431267815436 
uniform_13 9.621053809467728 14.354594494428058 13.63441357867775 13.122134866022835 
uniform_24 10.461257553504677 17.076717724351383 14.810302656088087 15.08424525805341 
circuit_7_pr152 37500.60119379369 65507.21022008463 46724.435212056145 64014.140476305525 
gaussian_4 9.625527128183277 18.517083601762224 16.712667970089687 16.576623535321556 
uniform_5 9.683016000731712 16.549891853481206 15.236088088869334 12.970457689687986 
city_2_usa13509_ul 2456647.3733509243 2663803.1555167404 4705288.947699074 2671551.103184533 
