inst_a inst_b best mapping geometric deepwalk node2vec struc2vec dummy heuristic_dbl_mst heuristic_far_ins heuristic_near_ins heuristic_near_neigh 
gaussian_8 gaussian_8_t4_#0 8.86885663679385 12.054289105282951 12.054289105282951 16.055648741539777 16.137665289230252 14.760008987400038 15.37273004300352 11.346573593669195 9.421505928801045 9.371602470434203 10.221251086985385 
gaussian_8 gaussian_8_r5_#0 9.268702340482726 11.285506698924197 11.285506698924197 17.276897474147184 16.685972015937296 15.773965311434514 16.40036843001557 11.685118755104002 9.882549947817715 10.027850117319115 10.81328212427015 
gaussian_8 gaussian_8_t5_#0 9.254756405808052 10.919671214167286 11.244281853820851 16.013947246349666 17.570688241376008 17.44291370858579 17.343113810470076 11.65977372718542 10.099288151258794 10.490294516165108 10.892774546701073 
gaussian_8 gaussian_8_r6_#0 8.901124804692325 12.56812286986582 12.56812286986582 16.220110161028693 17.830756820907858 17.239254590797568 17.094050194838083 12.197012353880119 9.925140446913028 10.252803320159495 10.468841236117585 
gaussian_8 gaussian_8_t6_#0 8.786925736722077 12.240955496217891 11.579666843117273 15.25563051854897 14.421538970571028 16.971831305317135 16.981518352091744 11.64202509525562 9.797167568966685 9.548674573205327 10.371123944820981 
gaussian_8 gaussian_8_r7_#0 9.212342322178435 12.54945985652195 13.817431890392655 16.938273244978202 18.214201391881883 17.37386777920644 18.83650677931866 11.401182554054504 9.83058427390702 10.370262526724353 12.606060642882317 
gaussian_8 gaussian_8_t7_#0 9.117462455033946 12.589650650615486 13.683539704347055 17.144503744296063 16.491858257541963 16.450405840367022 17.201307019984313 11.69600948057405 9.741792437375754 9.642093612609997 11.796534102344324 
gaussian_8 gaussian_8_r8_#0 9.943368826013073 14.374316732581075 14.374316732581075 20.614809622935645 19.302086098490822 18.346388951728986 18.077565896245 13.013024178804478 10.440580395013304 11.19643297605464 12.254914414551973 
gaussian_8 gaussian_8_t8_#0 10.083229987593484 15.036732468483724 14.830235923903949 18.372389752321617 19.329247788640803 20.68349573452615 19.182178284144683 13.345589096696562 11.167637453021488 11.070537494880162 12.406476776078009 
gaussian_8 gaussian_8_r9_#0 9.856780510775573 16.812349091066302 14.746382464485686 19.942181370558693 18.34839262408048 20.364313852792915 21.515282483404867 13.92384143491884 10.978071240844592 11.168548400560521 12.000974184560876 
gaussian_8 gaussian_8_t9_#0 9.915997174106906 14.460911327602648 16.32264206549103 19.73614217249187 19.593559214666143 21.166879691015883 19.78316784003791 13.601961085777651 10.33699091819625 12.244511609808777 10.64588827414176 
city_21_gr229 city_21_gr229 203.95796906709407 203.95796906709407 203.95796906709407 384.50002684586906 203.95796906709407 398.2246921822623 440.31890379470724 253.18737154006945 219.67448677493516 234.10076262125537 275.62647978017486 
city_21_gr229 city_21_gr229_r1_#0 313.607497025745 336.57986794929104 327.5646804207224 488.2041532233672 348.6399015938994 480.6011389769935 577.8264818730829 368.44565563232925 317.8028865040184 342.7830145983737 414.80015840274496 
city_21_gr229 city_21_gr229_t1_#0 313.23888836178304 339.463143875527 317.6783642798115 437.9422268973968 347.78741761232476 525.8954497046903 602.7168227739475 360.0676587245193 316.55043931776925 336.76627679021925 375.3268375172448 
city_21_gr229 city_21_gr229_r2_#0 314.2963017153134 565.110285631315 395.51204398692244 496.2628588533905 504.6794421887239 740.9305510393812 584.182988847448 383.474069752451 327.4549651658895 346.0618453735725 403.09106977013425 
city_21_gr229 city_21_gr229_t2_#0 311.6598967038163 415.78269193484493 364.2184338527409 410.6938233391882 584.1574191417334 563.5270017792789 554.3805786019321 359.49503248607635 315.1936477116958 336.72165690915614 385.4381405664824 
city_21_gr229 city_21_gr229_r3_#0 302.5131684827652 412.56864519054716 349.6586456791247 538.3052498123769 656.3445055173595 600.3339724799706 827.6948765401156 361.1748592263991 330.79917278914854 335.0526065184889 393.80432191180375 
city_21_gr229 city_21_gr229_t3_#0 304.5072014019984 488.447765774613 369.7582633728701 509.46497461986763 656.5298545098034 721.2960860674062 795.2284275529405 380.28808849849054 324.85439428869176 324.8422175351885 381.53740586668164 
city_21_gr229 city_21_gr229_r4_#0 296.49131316491525 643.872654429021 368.849659602498 800.5379454551378 865.3656840944857 732.2139266193088 649.0848868896804 357.5544989693126 303.0056597610261 318.4818529338967 347.62996896443997 
city_21_gr229 city_21_gr229_t4_#0 305.08815589258734 398.7248407208076 436.0167768343339 789.0742015925981 808.3638724546095 749.8511290456237 527.1853045480278 373.43353797822977 318.04635913583695 329.65888770809676 372.87745806204805 
city_21_gr229 city_21_gr229_r5_#0 298.03115589036486 361.1821340936253 388.5864756794046 739.0620246934756 880.7350298878082 914.4146511657991 867.2687160926369 353.1498090445047 309.74313735798404 303.38601484854723 361.9698759874973 
city_21_gr229 city_21_gr229_t5_#0 297.7735188150188 391.56178571678714 361.572227752093 913.9365131712615 706.904888252942 822.0046564052057 558.0792888412823 376.41016603644346 312.10942567200027 322.09188864796477 381.20416308533885 
city_21_gr229 city_21_gr229_r6_#0 291.54904164412034 358.67271146920166 345.8208440547632 794.8171965974351 751.7460486463061 792.6980965991776 679.1881057691456 333.4842159347027 295.73764319305263 314.2389394294089 372.9999118454082 
city_21_gr229 city_21_gr229_t6_#0 303.7610504788022 362.5955308766138 362.5955308766138 723.0770664233114 652.7645528825534 778.7890668911674 982.8158973789067 340.0721759356664 311.1641924640758 319.8673935302285 350.9962130133984 
city_21_gr229 city_21_gr229_r7_#0 289.5802249947399 409.03244011701423 409.03244011701423 724.0802726513675 797.7212526238379 719.3912707373986 651.6697528142357 324.82939450558575 292.68683371610103 294.7286845927794 323.3760811803331 
city_21_gr229 city_21_gr229_t7_#0 297.8291463877665 561.9825318618954 397.20569455375613 722.1602165948229 974.480734158417 863.1870637314415 868.7641507640375 340.92688900460445 300.3810090195933 310.0110219740665 351.51706373795724 
city_21_gr229 city_21_gr229_r8_#0 286.8317035676132 335.56152743845485 380.91093804465424 645.1338055199383 554.6586044884716 627.2820451560174 655.0760264156107 305.61267508004465 289.55571142137666 295.3801724683334 321.70570685547887 
city_21_gr229 city_21_gr229_t8_#0 295.6847520412511 328.54849468686285 328.4432019555429 516.2585812608093 660.8898280323173 638.383163269895 669.3602720078458 321.41266380216587 300.1238576706594 299.847258687466 326.7292035990177 
city_21_gr229 city_21_gr229_r9_#0 276.142330594443 320.8022832170525 311.41918732713987 468.14523536165706 489.31080717036394 484.0744952752217 599.1113827812829 291.2518915797445 277.97182214209164 279.67041080074944 303.6190427399604 
city_21_gr229 city_21_gr229_t9_#0 281.2409671481029 318.10872777780423 342.3316311080914 527.9316088931922 511.1681979549977 632.1588165134519 502.1225579852678 309.68181474481173 284.40845001354677 290.79181415662094 314.77114113418236 
city_12_gr431 city_12_gr431 147.94167216685605 147.94167216685605 147.94167216685605 252.93350749926563 147.94167216685605 242.8829774752048 278.4234637260105 186.48632566302578 154.67362944280006 164.19055681806094 171.68313847810245 
city_12_gr431 city_12_gr431_r1_#0 225.00775857697388 238.37209213226907 238.37209213226907 336.5720133495704 249.00963084190363 328.0895683748969 359.9130449326563 270.09760554079406 259.67906075399446 243.7189586052768 273.7911725733112 
city_12_gr431 city_12_gr431_t1_#0 225.61630220121253 238.25102109490308 234.95063377616106 277.30824193296075 250.53826681677867 401.09613711798147 347.8279682694382 274.4460193477827 258.3490387347753 240.5696533955112 279.8665403743445 
city_12_gr431 city_12_gr431_r2_#0 218.79871944975366 277.63628805953186 252.0346242120511 420.59286516095074 353.0342092752409 375.4013196202291 334.5256364498705 256.8504933834485 257.50171440486884 240.8120803849454 267.3599105542737 
city_12_gr431 city_12_gr431_t2_#0 216.253979118789 287.75019525501074 268.63236824104223 363.7543170379959 360.39704306741083 424.44413265443933 345.9585189763993 258.91175413818564 254.85949483206406 232.66510681231253 283.794225966558 
city_12_gr431 city_12_gr431_r3_#0 213.2624663599086 371.509361789442 275.2161824801384 378.97372874702006 443.7640179251603 443.1820942435235 481.7085823003135 250.99940155826437 251.67365613252815 235.49003456963766 292.74442209618826 
city_12_gr431 city_12_gr431_t3_#0 211.6974918400636 350.72647645678273 262.999573575067 471.53095366260186 448.28658680954044 414.23149243133213 413.77188368305224 246.8620202180452 244.43549831590792 228.7700198559547 263.7776055629804 
city_12_gr431 city_12_gr431_r4_#0 206.65118563523612 271.99252453799437 279.608010907215 501.7377336795867 451.4717329186672 471.7619125807281 420.236365361279 243.68656054496674 227.62268802381334 234.1407122595719 244.4728084568362 
city_12_gr431 city_12_gr431_t4_#0 211.25136566148532 338.51113519402753 396.82272135195603 420.5586534797902 449.45453479960486 518.0505756282868 415.3469935062783 242.1636276731369 230.93429433297354 227.09786437734778 234.0063909764785 
city_12_gr431 city_12_gr431_r5_#0 207.55404583508215 316.14426134720054 316.14426134720054 415.82077405494806 390.1692720175256 354.40067835919916 386.1867136517678 236.56034711748768 215.16887766124609 221.79106780377953 243.5215206842449 
city_12_gr431 city_12_gr431_t5_#0 209.3857691445882 375.19168821242874 324.0810227189267 549.0094920137966 402.00134528099056 486.16520172553027 391.76213493579394 245.87049366733476 221.05171933633505 229.53509532083973 249.70117268762831 
city_12_gr431 city_12_gr431_r6_#0 201.93326728039924 342.5280898718872 357.75379462572465 457.9711633826672 461.43922011080406 471.212230771864 438.3309924753933 235.6753307791059 211.02204330271135 207.35297835409278 226.9565862366464 
city_12_gr431 city_12_gr431_t6_#0 205.12742776341807 372.1880956464597 343.7690798244912 537.801737220498 487.4381304864007 466.73127293253725 546.8552732747918 237.26215796869812 211.24864298490436 216.73621875923808 237.31095905724757 
city_12_gr431 city_12_gr431_r7_#0 202.18556703810927 469.15360480418997 263.56995500564324 369.4929439607729 387.7136971390492 358.08967139859544 402.810744277379 223.05337133628393 216.8579536920014 210.5940688572964 224.28644560097914 
city_12_gr431 city_12_gr431_t7_#0 200.91243120018638 349.4175441985255 249.54652732978175 349.5380508524354 365.08735555399545 438.7086101077731 451.8489352482212 218.09308802965253 217.7048650512606 205.17376300684342 231.12300788904997 
city_12_gr431 city_12_gr431_r8_#0 186.6931467645595 230.91243231560583 230.58056078397007 397.86341076633806 329.20149866159625 415.73230670036105 310.0027534897217 207.9798682644137 187.7495529472966 199.2205357945712 218.33337406478475 
city_12_gr431 city_12_gr431_t8_#0 189.26726716923528 316.1837521292766 297.76810634677946 401.9231095714329 310.2431433009724 323.03292459279794 408.245092432096 208.60496610294572 196.71469418691765 204.1595489376869 207.5546296157388 
city_12_gr431 city_12_gr431_r9_#0 146.66320583670736 171.05958461940767 167.8025454818829 254.74626043158597 249.84264074220093 341.09224558105484 250.80769936101942 166.89135207295027 149.25042127669917 148.27039711380752 162.57042739844744 
city_12_gr431 city_12_gr431_t9_#0 145.8537118360215 162.31316233054412 173.9812122261715 171.01680296672964 254.19598674477513 172.80336110803447 250.48069864490853 161.76333669458506 147.78656882599972 146.91284583014408 157.54085481596564 
city_18_brd14051_ul city_18_brd14051_ul 1456.7997352291868 1472.5676739705295 1456.7997352291868 1905.2042771377496 1456.7997352291868 3218.369725929984 2708.075985105502 1966.1176983102782 1539.9130997616996 1767.004646727281 1822.5877933760921 
city_18_brd14051_ul city_18_brd14051_ul_r1_#0 17297.654887088367 18696.581298048954 18335.968814497937 18758.638472609633 17325.899817305988 17872.380866173506 18748.460525504594 17712.259626587867 17406.112488171788 17610.96029012323 18075.665297674914 
city_18_brd14051_ul city_18_brd14051_ul_t1_#0 17429.387326174485 18623.63457330954 18623.63457330954 18127.914958207173 18014.319956268242 19194.195215486234 18901.1016778562 17903.671303059375 17528.35468970181 17675.027451950024 17871.661557099862 
city_18_brd14051_ul city_18_brd14051_ul_r2_#0 17439.865679315302 18997.193369169687 18833.45759125027 19168.13626130329 18728.48403885723 19044.516752879656 19325.781822672958 17779.901048175558 17410.103642145154 17882.1831586781 18050.570494529544 
city_18_brd14051_ul city_18_brd14051_ul_t2_#0 17835.70065022073 19672.179346898425 19963.57390522968 20012.944613515723 19690.204973593238 19631.192050744023 19924.003973626597 18311.43049871764 17963.759392364052 18235.67112478279 18720.51274525513 
city_18_brd14051_ul city_18_brd14051_ul_r3_#0 17802.806975425818 35987.84020908363 19178.336492570557 35491.701358575105 35630.07650427029 35845.3154069842 19108.278280657138 18426.55583455782 17945.9761706081 18295.19396333081 18560.81797435424 
city_18_brd14051_ul city_18_brd14051_ul_t3_#0 18182.148754648162 19842.290233616888 19894.64265674369 20933.182181422173 20318.33377180816 25021.101905125735 35851.20444888549 18658.745197156193 18252.238397095127 18446.40406409556 18748.493691212483 
city_18_brd14051_ul city_18_brd14051_ul_r4_#0 18104.028577453537 51796.34481782673 35416.95445513413 51437.126247731394 36066.44282680919 20243.094435969073 51768.780334132054 18777.3336826072 18159.66620800916 18185.69730706348 18925.02375672878 
city_18_brd14051_ul city_18_brd14051_ul_t4_#0 18649.98042735035 21603.334739920236 37344.62066732868 37049.552327956626 53252.022218190075 53008.488277750286 37922.8290220025 19643.73460534456 18999.488738624237 19147.838039555623 19174.338818364682 
city_18_brd14051_ul city_18_brd14051_ul_r5_#0 18528.003848989865 21305.297368718042 20432.795799365842 37322.565177912096 37068.01363641463 53943.978904306 53768.487759022035 20094.53605911332 18674.87391350711 18862.02737280375 19578.96361618004 
city_18_brd14051_ul city_18_brd14051_ul_t5_#0 19070.534797576693 52710.845757316776 21354.383736414125 68574.35092532671 52966.80254349706 53616.09104040861 38304.31268989067 20443.022452497553 19487.259130502505 19306.5720112093 20507.664454729627 
city_18_brd14051_ul city_18_brd14051_ul_r6_#0 18807.3511775002 20488.990064562568 20843.826682320945 53456.66093220743 69123.81748997525 52188.310127370765 53222.42896705128 19758.472024198923 19016.906968034094 19016.77460433798 20002.246846726932 
city_18_brd14051_ul city_18_brd14051_ul_t6_#0 19065.509416843142 37691.901881079815 22901.3012256239 68362.27269061 53085.93706019192 84897.75252800214 69093.0145173985 20308.375444490015 19459.468435440613 19390.011544574878 20310.751968888253 
city_18_brd14051_ul city_18_brd14051_ul_r7_#0 18473.143439111253 20358.767504535885 20825.880403081228 36737.84022147867 53002.03881530562 51897.70804023146 52406.57730532664 19454.246543074507 18824.72269600035 18758.274554033418 19369.06682104832 
city_18_brd14051_ul city_18_brd14051_ul_t7_#0 19043.914906156602 37377.926827279414 21576.04267874852 23366.371477270633 53599.04239075631 69015.0283877629 53080.39681065706 20234.271421300396 19136.69506340195 19676.385299977905 20069.339346711564 
city_18_brd14051_ul city_18_brd14051_ul_r8_#0 18372.169544981538 52569.561886441435 38135.021361518484 52545.225235001584 36464.80868813477 36198.06842119178 38475.98051105169 19392.81494661162 18422.367378034658 18584.490731279097 19139.596247104597 
city_18_brd14051_ul city_18_brd14051_ul_t8_#0 19098.932617354174 37491.55946422367 21063.171177372114 38201.81193609591 52888.4405047688 37913.43937302162 37821.47031800206 20378.36784077718 19341.50401887268 19585.613452505357 19748.058862741822 
city_18_brd14051_ul city_18_brd14051_ul_r9_#0 18879.998980571163 36087.259139730755 36381.004343396 36545.18524846578 52014.527075599704 35885.1307540363 20761.75059374682 19860.838782285275 19122.953847495228 19282.92299330463 20010.107871088516 
city_18_brd14051_ul city_18_brd14051_ul_t9_#0 19041.81648865586 52795.705820712225 21181.138465301356 52924.27431669779 52750.18325063831 36773.393383016584 52677.33369089557 20026.405134522807 19248.629304745038 19603.563422456875 20026.580932246146 
uniform_9 uniform_9 10.122790248242536 10.122790248242536 10.122790248242536 10.236628620959172 10.122790248242536 20.059967034303764 22.319994364099138 14.801484930751199 11.105357981768877 11.059890151644785 12.49176063808598 
uniform_9 uniform_9_r1_#0 10.286313933776212 10.698563536992216 10.698563536992216 21.226501953667416 10.698563536992216 18.21959988218647 21.929663068075577 13.75525819945408 11.19534030120256 11.229093480152763 12.968291774360123 
uniform_9 uniform_9_t1_#0 10.294815775915081 10.384836370335103 10.701388707373804 20.54504217771769 10.701388707373804 22.075371045929238 21.206442144650705 15.148649055841135 11.362050083428791 11.204467439017401 12.656243452795469 
uniform_9 uniform_9_r2_#0 10.01776350753407 11.432835672138953 11.320118412115574 21.4770246191367 11.756315363546857 17.91880065709759 21.310122071967776 14.742129691197537 11.046227147205274 10.665094404331926 11.828725352494198 
uniform_9 uniform_9_t2_#0 10.005955550976077 11.580678742487496 11.17250704178749 12.715295045184455 11.935894964175352 21.17767242439844 19.757310528014795 14.312513103206731 11.25024461884884 11.79592692921451 12.675444305563968 
uniform_9 uniform_9_r3_#0 9.931222569252563 12.150504892344905 12.150504892344905 16.36053797153298 14.11359501649735 22.758175207586874 22.20195752405511 13.242970962484193 10.692142350115235 11.20281954709069 11.162311310204622 
uniform_9 uniform_9_t3_#0 9.918366299056528 12.830141115353946 13.321003888140087 13.520597348248966 13.217516262650319 22.03089243685524 22.950806537438286 13.995359485930571 10.601741839989996 10.714997341425134 10.246013551186824 
uniform_9 uniform_9_r4_#0 9.972889429969467 13.408135245083178 13.383443824161295 20.917246621687877 19.65562064353715 19.84983910950232 20.00039336747034 13.747641815094491 10.918693051409148 11.250243254021667 13.114839396372586 
uniform_9 uniform_9_t4_#0 9.973978722201078 13.0013394458236 13.116655461571181 20.43982560069513 19.93837520966755 19.49376499811811 22.05307517272063 13.083442167838307 11.043086803549912 11.317415841653144 12.678944507449305 
uniform_9 uniform_9_r5_#0 9.875164762319875 13.958604877712853 13.958604877712853 18.8787237572436 19.6290286415663 20.40607561215256 20.450938869033877 13.670425063678364 10.656191565032817 10.576303249781715 11.083296079072756 
uniform_9 uniform_9_t5_#0 9.685455473128652 14.45571069183851 12.446848582597626 22.474895135259626 20.111042541826496 22.76187342606155 22.224950978136345 13.6531382992118 10.840082014465224 10.127690340348748 11.044289860426842 
uniform_9 uniform_9_r6_#0 10.172390209150137 14.125279239807673 12.691839934261983 21.162695411171832 19.698173326987774 19.991338870047905 19.969304799889294 13.73044556988742 11.02693639386266 12.141352951905747 11.53072636159897 
uniform_9 uniform_9_t6_#0 10.226885695784004 14.462757144751611 14.462757144751611 21.63900102195407 19.511003013119534 23.098922824244053 19.884777240846176 14.218697343255736 11.488298279827514 11.322791035991191 11.41452802346339 
uniform_9 uniform_9_r7_#0 9.766868498670204 13.315103380405267 14.517396219860663 19.701284892573074 21.430636072512357 20.643589965529547 22.75106329947145 13.905037393020805 10.667162440502402 12.66258645108557 12.144362223237152 
uniform_9 uniform_9_t7_#0 9.82182019455763 13.52425506457809 14.438128460658334 22.399383520954384 20.076482577310003 21.15347397022056 19.9500263869728 11.602156049307046 10.293712031068393 11.254018603847111 11.299412597901114 
uniform_9 uniform_9_r8_#0 9.518402148281718 14.963514370055728 14.708767310537715 17.921944717973243 20.92286912544669 20.51596591329203 20.731902878955882 13.238184537301493 10.56492803095957 11.215790234978877 10.56109755779547 
uniform_9 uniform_9_t8_#0 9.519149757878454 14.068384476489554 14.63312720768161 19.44347812986633 18.300190163581426 20.87298423329147 21.788413049695627 12.322828432606837 10.22040096181372 12.062552200517084 11.613603028603112 
uniform_9 uniform_9_r9_#0 9.8175591627074 13.56620484703323 13.56620484703323 20.176871095856143 19.924634444568667 18.83422333772955 20.05417262859886 13.53240145155055 11.20179306410656 11.346565503305742 13.026113130885573 
uniform_9 uniform_9_t9_#0 9.798859334816052 13.077182571087702 14.1391359601541 21.22532806289022 17.590509118194266 23.445522206891397 18.883383456534833 13.694541392351697 10.96050328521486 10.289787302753119 13.519113237452606 
circuit_9_pr136 circuit_9_pr136 45548.84397383458 45548.84397383458 45548.84397383458 45548.84397383458 45548.84397383458 71801.32523615166 95547.95672903984 58383.24043002948 50182.345500223055 50985.02117753073 58445.68753203309 
circuit_9_pr136 circuit_9_pr136_r1_#0 57398.95353365904 64099.89890242989 63734.247308745136 69787.87314586111 69787.87314586111 100162.52257814887 103047.19603906982 70521.78438814628 58957.65674176637 62699.109409837554 71184.47040000859 
circuit_9_pr136 circuit_9_pr136_t1_#0 57289.79862693504 63908.34383681647 64792.009955700305 79023.85344055567 64596.612786110425 98536.59372361426 116820.84462843728 66094.06831024688 59179.27746047212 63906.379740724886 71723.34103744628 
circuit_9_pr136 circuit_9_pr136_r2_#0 57128.50431766246 76830.91644904658 76830.91644904658 102457.005933029 100068.01111188495 116659.20565120639 106220.11010528088 69175.4473475412 57436.42069112389 62107.23022038759 68419.81164869868 
circuit_9_pr136 circuit_9_pr136_t2_#0 56308.10071410086 91442.0903937957 70946.30626904812 112813.22639258648 85332.51484738936 87763.62698322105 116230.64718792388 67824.18111202361 57742.1590057633 64580.71255892735 71625.96943999981 
circuit_9_pr136 circuit_9_pr136_r3_#0 54225.00234305994 84568.00239844693 84568.00239844693 86143.73031748028 85802.44400792333 129951.88864087607 115792.25852910659 63656.57108400704 54380.112681863444 57300.67934486503 60089.87570814154 
circuit_9_pr136 circuit_9_pr136_t3_#0 55141.239695424956 100254.97097971577 87479.36469526136 140523.01971768803 106173.40196684387 117437.24701719718 130262.1692295807 64968.04295894295 56533.10785028563 61813.85247839854 79907.85489508264 
circuit_9_pr136 circuit_9_pr136_r4_#0 51976.87674699046 123938.91023853412 78521.84435766882 120880.87490846124 130742.83124484518 146615.3235840489 107476.37288712252 66533.51694156729 53120.553607047215 58651.741538026414 65441.59001585833 
circuit_9_pr136 circuit_9_pr136_t4_#0 52831.20712484019 94575.49539440064 103381.63277022941 148523.25106729654 118343.8338579512 131980.90763818403 110345.66365797969 65674.40678944692 53594.70976943865 60160.40043465401 67558.73437826676 
circuit_9_pr136 circuit_9_pr136_r5_#0 50368.27647150601 83069.25871881822 88167.90541434115 126830.59763063212 129962.33239358704 163218.33651317892 141894.9959516703 61403.13821211205 50405.13368873134 57329.40149437715 64157.89753391864 
circuit_9_pr136 circuit_9_pr136_t5_#0 50511.28976212217 97383.9667167648 97383.9667167648 125151.57798394831 118287.86739953059 91817.99753066845 140426.2002299674 61705.911370588954 50934.42160175177 58208.00165939382 57210.397979779504 
circuit_9_pr136 circuit_9_pr136_r6_#0 43910.91936828586 114202.39194796838 65000.86209227206 104182.32455522475 108314.8277496287 104711.2352711617 92332.55716186055 54517.18738217148 44423.249925492055 48407.11125009 49986.59374576802 
circuit_9_pr136 circuit_9_pr136_t6_#0 44768.12703264117 93756.76344836943 80149.10422615979 92051.64655426437 112737.41437850358 111911.37879446751 129094.91634756204 52791.69527120157 45480.97154793935 51795.42912811604 49568.677952171085 
circuit_9_pr136 circuit_9_pr136_r7_#0 44364.906793317816 99481.29192015981 111450.70548423528 90802.62128558273 83044.45714709685 133095.51250315565 82369.81930348002 52174.76138823494 45196.911471423715 51126.13271587994 48283.647806006506 
circuit_9_pr136 circuit_9_pr136_t7_#0 45420.07418233693 75805.50714879164 82356.64410081622 107131.87880965878 107776.83681684986 116058.33930723334 113754.724774334 51584.27518462337 46705.48395179376 52336.854788698656 57470.764455258795 
circuit_9_pr136 circuit_9_pr136_r8_#0 41350.5006762014 95667.99798246569 71074.11856844599 99391.411770731 74338.59644163656 97985.46720217982 117085.76978323181 50310.82828577181 41854.80523705519 46063.71919395911 46064.09880428694 
circuit_9_pr136 circuit_9_pr136_t8_#0 41791.093557647415 94008.08644455971 66382.46608440534 78849.51310585749 99511.36239729029 78047.6416065838 82124.170684821 50582.631183255085 42254.53732456291 46559.05827605504 47945.02565470691 
circuit_9_pr136 circuit_9_pr136_r9_#0 39465.11134242221 53387.278014456584 64652.21288382684 50554.30364236689 95843.32005856725 71271.1848931911 64910.63081169822 44515.05501997461 39577.18748029159 39807.13534236045 40541.07135733102 
circuit_9_pr136 circuit_9_pr136_t9_#0 40227.0978407738 71206.73192119517 73122.9275368979 88633.35775074488 68147.7326800088 65745.67514509868 70811.00327066322 41411.09668800112 40665.64642614867 40695.465835082796 44367.994112773406 
city_10_nrw1379_l city_10_nrw1379_l 1939.156901482936 1939.156901482936 1939.156901482936 1939.156901482936 1939.156901482936 2925.3178949045464 3948.050556377611 2649.898480885079 2398.423323169101 2222.4198706923057 2325.66825485465 
city_10_nrw1379_l city_10_nrw1379_l_r1_#0 16425.210687357274 17807.330093787725 17521.12475805615 18283.85364843809 16682.975322976177 19025.426571245644 18270.773819141887 17290.914570350204 3460.922382231896 16722.361497033035 16987.59445200896 
city_10_nrw1379_l city_10_nrw1379_l_t1_#0 16568.25866154814 17771.728263458208 17858.39500368452 18008.58404107 17373.82263459989 18470.46167237798 18626.442490688678 17184.544497607785 16793.814748256304 16807.877935729335 17282.47220328031 
city_10_nrw1379_l city_10_nrw1379_l_r2_#0 16520.029206702184 33641.637386197806 18215.103680281652 18530.023276171247 18938.97193067262 18359.171740898993 18485.390507853266 17301.840470232535 16694.357222439274 16969.77673036651 17638.334258409075 
city_10_nrw1379_l city_10_nrw1379_l_t2_#0 16605.74152808318 19787.48347340493 18621.834878941052 19688.839599185994 18871.078483222765 18977.638804425802 18915.242698806145 17353.19358569599 16694.681179673706 16903.468879556734 17413.71221308705 
city_10_nrw1379_l city_10_nrw1379_l_r3_#0 16630.253604434518 33137.932292048696 17923.86736209788 18245.41345952569 38538.62630496546 19164.05506169206 34196.38264334509 17452.53998982809 16909.027954198984 16940.243245372363 17294.222199542273 
city_10_nrw1379_l city_10_nrw1379_l_t3_#0 17244.0537581421 34405.028428140446 19584.84390266714 20319.045134194366 34246.47001913664 34941.1760112848 34624.97387393861 18177.951209798764 17707.508796697104 17525.016379799432 17834.683390200677 
city_10_nrw1379_l city_10_nrw1379_l_r4_#0 17201.814976143658 34157.82436932838 19204.112721049976 33903.140103474376 34225.001743760586 48367.14123853182 49259.481078249795 17894.751058516063 17430.195263430724 17755.2231207592 17850.445605036293 
city_10_nrw1379_l city_10_nrw1379_l_t4_#0 17707.937371130723 34261.34973537839 19317.604818759028 50331.16461460525 49951.1157556356 21194.451006149862 35464.63986775509 19002.050001193453 17814.96604941672 17940.710594643064 18587.494898781468 
city_10_nrw1379_l city_10_nrw1379_l_r5_#0 17612.87539892938 34701.08325078481 33289.259152472754 34421.4879770198 49384.53187780893 63565.34132811316 48885.3595003255 18580.43484877206 17787.109735051516 17921.806677265486 18750.091649388985 
city_10_nrw1379_l city_10_nrw1379_l_t5_#0 17826.49984057827 20298.729707534276 33498.11153643327 35481.112227811565 23002.300706747694 49749.55004882003 50012.596286413034 18898.57818639626 17902.50022847838 18705.321269028726 18967.05130924842 
city_10_nrw1379_l city_10_nrw1379_l_r6_#0 17647.88915620406 33764.38245822409 33764.38245822409 49307.85290641552 48882.348630848304 34687.673396734484 63815.99683495451 18812.028012809333 17692.63839283692 18307.42279939609 18066.473654445017 
city_10_nrw1379_l city_10_nrw1379_l_t6_#0 18756.881951106618 50714.771536236454 35954.1763502845 50612.33986619878 50513.618126738715 51616.50262128309 36920.15183606843 19913.392752878623 19437.11802232513 19450.060232188524 19627.125003530295 
city_10_nrw1379_l city_10_nrw1379_l_r7_#0 18237.918702901952 35184.11898128142 19575.31032543219 35425.990292120754 50397.00814327853 49397.157873479366 49292.23724399553 19665.221367725924 18359.29243594748 18980.034136214428 19181.01841368903 
city_10_nrw1379_l city_10_nrw1379_l_t7_#0 18772.94973297903 37643.076284029186 37643.076284029186 50868.37687605367 35562.91837318101 50651.656446052424 36802.23505743798 19918.62758547266 19114.64763773856 19748.631172264642 20038.0142077855 
city_10_nrw1379_l city_10_nrw1379_l_r8_#0 18308.738519060025 20239.75913243794 20238.86292584909 50128.53998139094 64525.87656397118 50103.46719848179 49981.03251836221 19684.345024145554 18502.210006009816 18744.182008768435 19506.999002709505 
city_10_nrw1379_l city_10_nrw1379_l_t8_#0 18607.802282604433 36141.82409655203 21272.845463367947 50614.017162738775 35255.5920645132 65275.744203124224 50533.80069999476 19324.80186915865 19249.663061094874 19137.736741985023 19548.053943752035 
